"site","floor_price","user","os","click_1","click_2","click_3","click_4","click_5","click_6","click_7","click_8","click_9","click_10"
"media_0053",NA,"user_000194948","iOS",1,1,1,0,1,1,0,0,1,0
"media_0078",NA,"user_000185413","Android",1,1,1,1,0,0,0,0,1,1
"media_0026",NA,"user_000037792","iOS",1,1,0,0,1,1,0,0,1,0
"media_0095",NA,"user_000142265","iOS",1,1,0,1,1,0,1,0,1,0
"media_0027",NA,"user_000058249","Android",0,1,0,0,1,1,0,0,1,0
"media_0053",NA,"user_000168277","Android",1,0,1,1,1,0,1,1,1,0
"media_0050",30,"user_000098266","iOS",0,1,1,1,0,0,0,1,1,0
"media_0026",NA,"user_000122571","Android",1,0,1,1,0,0,0,0,1,1
"media_0021",NA,"user_000157801","Android",0,1,1,1,0,0,1,1,0,1
"media_0075",NA,"user_000144787","Android",1,0,1,0,0,1,1,1,1,0
"media_0015",NA,"user_000125345","iOS",1,0,0,1,0,0,1,0,0,1
"media_0097",NA,"user_000111687","iOS",1,1,0,1,1,0,1,1,0,1
"media_0061",NA,"user_000188718","iOS",0,0,0,0,0,0,0,0,1,0
"media_0051",NA,"user_000151330","Android",1,1,1,1,0,1,0,1,1,1
"media_0087",50,"user_000089503","iOS",1,1,0,1,1,0,0,0,0,1
"media_0011",NA,"user_000010968","iOS",0,1,1,1,1,1,1,0,0,0
"media_0025",NA,"user_000046866","Android",0,0,0,0,1,0,0,1,1,0
"media_0085",60,"user_000058276","Android",0,1,1,1,1,0,0,0,0,0
"media_0034",NA,"user_000144450","Android",1,0,0,0,0,1,0,0,1,0
"media_0011",NA,"user_000092802","Android",0,0,1,0,0,0,0,0,1,0
"media_0088",NA,"user_000002887","iOS",0,1,0,1,0,0,1,0,0,0
"media_0075",NA,"user_000061439","Android",0,1,0,0,0,1,0,1,0,0
"media_0025",NA,"user_000042797","Android",0,1,0,1,0,0,0,1,0,0
"media_0057",30,"user_000128234","Android",1,1,1,1,1,0,0,0,0,1
"media_0050",30,"user_000029016","Android",1,0,1,0,1,1,1,1,0,1
"media_0010",NA,"user_000136494","Android",0,0,1,1,1,1,1,1,0,0
"media_0085",60,"user_000082463","iOS",1,0,1,0,1,1,1,0,1,1
"media_0071",30,"user_000416358","iOS",1,1,1,0,0,0,0,0,0,0
"media_0067",NA,"user_000188103","Android",1,1,1,1,0,0,1,0,1,0
"media_0085",60,"user_000183701","iOS",0,1,0,1,0,1,1,0,1,1
"media_0100",NA,"user_000091418","Android",0,1,1,1,1,0,1,1,1,0
"media_0072",35,"user_000036670","Android",1,0,0,0,1,0,1,0,0,0
"media_0050",30,"user_000050270","Android",0,1,1,0,1,1,0,1,0,1
"media_0056",40,"user_000425468","iOS",0,0,0,1,0,0,1,0,0,0
"media_0031",NA,"user_000307916","Android",1,0,0,0,1,1,0,1,0,0
"media_0048",NA,"user_000176915","iOS",1,0,0,1,1,1,1,0,1,0
"media_0077",NA,"user_000405018","Android",1,1,0,1,0,0,0,1,0,1
"media_0031",NA,"user_000153611","Android",0,1,0,0,0,0,0,1,0,0
"media_0063",NA,"user_000124172","Android",1,0,1,1,0,1,0,0,1,1
"media_0019",NA,"user_000180787","Android",0,0,0,0,0,1,1,0,0,1
"media_0076",NA,"user_000048304","Android",0,0,1,0,1,1,1,0,1,0
"media_0082",NA,"user_000152755","Android",0,0,0,1,1,1,0,1,0,0
"media_0075",NA,"user_000119362","iOS",1,0,0,1,1,1,0,0,0,0
"media_0051",NA,"user_000009656","Android",0,0,0,0,1,1,0,0,0,1
"media_0054",50,"user_000079290","Android",1,0,0,1,0,0,1,1,0,1
"media_0033",NA,"user_000129157","iOS",1,0,0,0,1,1,0,0,0,0
"media_0087",50,"user_000032211","Android",1,0,0,0,1,0,0,1,0,1
"media_0040",NA,"user_000112043","iOS",1,0,0,1,1,0,0,0,0,1
"media_0087",50,"user_000182919","iOS",0,1,0,0,1,1,0,0,0,1
"media_0054",50,"user_000188926","iOS",1,1,0,1,0,0,1,0,1,1
"media_0093",NA,"user_000034768","iOS",1,1,0,0,1,1,0,0,0,0
"media_0082",NA,"user_000169997","iOS",0,1,1,0,1,0,1,0,0,1
"media_0037",NA,"user_000419722","iOS",0,0,0,1,1,0,1,1,1,1
"media_0057",30,"user_000058750","Android",1,0,1,0,0,1,1,0,0,1
"media_0025",NA,"user_000117193","iOS",0,0,1,1,0,0,0,1,1,1
"media_0095",NA,"user_000191012","Android",1,1,0,0,1,1,0,0,0,0
"media_0050",30,"user_000152908","Android",1,1,0,0,0,1,0,0,1,1
"media_0086",NA,"user_000005172","Android",1,0,0,0,0,1,0,0,1,0
"media_0031",NA,"user_000019890","iOS",1,0,0,1,1,0,1,1,1,0
"media_0063",NA,"user_000415976","Android",0,1,1,0,0,1,1,0,1,1
"media_0016",NA,"user_000078426","iOS",0,1,0,1,0,0,0,1,1,1
"media_0074",30,"user_000194645","iOS",0,0,0,0,1,1,1,0,0,0
"media_0023",NA,"user_000428431","Android",0,1,0,0,0,0,1,1,0,0
"media_0027",NA,"user_000144582","iOS",1,0,0,0,0,0,1,0,1,1
"media_0077",NA,"user_000069270","Android",1,0,1,1,1,0,0,0,0,1
"media_0021",NA,"user_000199382","Android",0,1,0,1,0,0,1,1,1,0
"media_0028",NA,"user_000092060","Android",1,1,1,1,1,0,0,1,0,0
"media_0055",50,"user_000191886","Android",0,0,0,1,1,0,0,1,0,0
"media_0024",NA,"user_000165220","Android",0,1,1,1,1,0,0,0,1,1
"media_0033",NA,"user_000085675","iOS",1,1,1,1,1,1,0,1,0,0
"media_0005",NA,"user_000015017","iOS",1,0,1,0,1,0,1,0,0,0
"media_0047",NA,"user_000209856","Android",0,1,1,0,1,0,1,1,0,0
"media_0055",50,"user_000062247","iOS",0,0,1,0,0,0,0,1,1,1
"media_0061",NA,"user_000073872","iOS",1,0,1,1,1,0,0,0,0,0
"media_0057",30,"user_000016545","iOS",1,1,0,0,1,1,1,0,0,0
"media_0073",NA,"user_000081238","iOS",0,1,0,0,0,0,1,0,0,0
"media_0067",NA,"user_000169798","Android",1,1,0,1,0,1,0,1,0,1
"media_0016",NA,"user_000186886","iOS",1,0,0,1,1,1,0,1,1,1
"media_0088",NA,"user_000309932","Android",1,1,1,1,1,0,0,0,0,1
"media_0021",NA,"user_000017197","Android",1,1,1,0,0,1,0,0,1,0
"media_0014",NA,"user_000129213","iOS",1,0,1,0,1,1,0,1,0,1
"media_0034",NA,"user_000049208","iOS",0,1,0,1,0,1,1,0,0,1
"media_0051",NA,"user_000101825","iOS",1,0,1,0,0,0,0,1,0,1
"media_0032",NA,"user_000111733","Android",1,1,1,1,0,0,0,0,0,0
"media_0075",NA,"user_000320267","iOS",0,1,0,1,1,1,0,1,1,1
"media_0066",NA,"user_000191368","Android",0,0,1,1,0,1,1,1,0,1
"media_0095",NA,"user_000012175","Android",1,0,1,0,0,0,0,1,0,0
"media_0001",35,"user_000085381","Android",1,0,0,1,0,1,0,0,0,0
"media_0015",NA,"user_000122751","Android",0,0,0,0,0,1,1,0,1,0
"media_0063",NA,"user_000307979","Android",1,1,1,1,1,0,0,0,0,0
"media_0097",NA,"user_000121575","iOS",1,0,0,1,0,1,0,1,1,1
"media_0002",NA,"user_000304339","iOS",1,1,0,1,1,0,1,1,0,1
"media_0048",NA,"user_000119180","Android",1,1,0,0,0,0,0,1,0,0
"media_0056",40,"user_000168532","Android",0,1,1,0,1,0,1,0,1,1
"media_0090",NA,"user_000169163","Android",1,1,0,0,1,0,1,1,0,1
"media_0065",NA,"user_000431240","Android",0,0,1,1,0,0,0,1,1,0
"media_0023",NA,"user_000127869","iOS",0,1,0,1,1,1,1,1,1,1
"media_0050",30,"user_000036727","Android",0,0,1,1,1,1,1,0,1,1
"media_0003",NA,"user_000027610","iOS",0,1,0,0,0,0,1,1,0,1
"media_0023",NA,"user_000163801","Android",0,1,1,1,0,0,1,1,1,0
"media_0035",NA,"user_000402923","Android",0,0,1,0,1,1,1,1,1,0
"media_0081",NA,"user_000048540","iOS",1,1,1,1,0,0,1,0,0,1
"media_0008",30,"user_000140270","Android",0,1,1,0,1,0,1,0,1,1
"media_0053",NA,"user_000170093","iOS",0,1,1,1,0,0,1,0,0,1
"media_0035",NA,"user_000098598","Android",0,1,1,0,0,1,0,1,0,0
"media_0009",30,"user_000004126","Android",0,1,1,0,1,0,1,1,1,0
"media_0091",30,"user_000307639","Android",1,1,0,0,0,1,0,1,1,1
"media_0021",NA,"user_000045492","iOS",1,0,0,0,1,1,1,0,0,0
"media_0036",NA,"user_000046457","Android",1,0,1,0,1,0,1,0,0,1
"media_0071",30,"user_000055421","Android",1,0,0,1,0,1,0,0,1,1
"media_0095",NA,"user_000129398","Android",0,1,0,1,1,1,1,1,1,1
"media_0096",30,"user_000152851","Android",0,1,0,1,0,0,1,0,0,1
"media_0094",NA,"user_000042175","Android",1,0,0,1,0,0,0,1,0,1
"media_0005",NA,"user_000104676","iOS",1,0,0,1,1,0,0,0,0,0
"media_0079",NA,"user_000017111","Android",0,1,0,0,1,0,1,0,0,0
"media_0012",NA,"user_000152538","Android",0,0,1,1,1,0,1,1,0,1
"media_0092",NA,"user_000409291","Android",1,0,0,0,1,0,0,1,1,1
"media_0045",NA,"user_000428769","iOS",1,0,1,0,0,0,1,0,0,1
"media_0052",30,"user_000312933","iOS",1,0,0,1,0,0,0,1,0,1
"media_0063",NA,"user_000145468","iOS",0,0,0,0,0,1,1,0,0,0
"media_0047",NA,"user_000032060","Android",0,0,0,0,1,1,0,0,0,0
"media_0092",NA,"user_000103957","iOS",0,1,0,0,0,0,0,1,1,0
"media_0054",50,"user_000120013","Android",0,1,1,1,1,1,1,1,1,0
"media_0028",NA,"user_000009810","iOS",0,1,1,1,0,0,1,0,1,0
"media_0035",NA,"user_000059989","iOS",1,1,0,1,0,0,0,1,1,1
"media_0064",NA,"user_000161858","Android",0,0,0,1,0,0,0,1,0,0
"media_0035",NA,"user_000136729","Android",0,0,1,0,0,1,1,0,1,0
"media_0055",50,"user_000034455","Android",1,1,1,1,0,1,1,1,1,1
"media_0088",NA,"user_000082346","iOS",0,0,0,1,1,0,1,0,0,1
"media_0051",NA,"user_000107214","Android",0,0,0,0,1,0,1,1,0,1
"media_0030",NA,"user_000113508","Android",0,0,0,0,0,1,1,1,0,0
"media_0060",NA,"user_000068992","Android",0,0,1,0,0,1,1,1,0,1
"media_0100",NA,"user_000132356","Android",0,0,0,0,1,1,0,1,1,1
"media_0010",NA,"user_000170941","Android",0,1,1,1,1,1,1,1,0,1
"media_0056",40,"user_000066007","iOS",0,1,1,1,0,0,1,1,0,1
"media_0069",NA,"user_000188797","iOS",1,0,0,1,1,0,1,1,1,1
"media_0037",NA,"user_000109798","Android",0,0,0,1,0,0,1,0,1,0
"media_0033",NA,"user_000305886","iOS",0,1,0,1,1,0,1,0,1,0
"media_0077",NA,"user_000190314","Android",1,0,0,1,0,0,1,1,0,1
"media_0021",NA,"user_000175988","iOS",1,1,1,0,0,0,1,0,0,1
"media_0023",NA,"user_000111591","iOS",1,0,0,1,0,1,0,0,1,0
"media_0075",NA,"user_000049710","iOS",0,1,1,1,1,0,1,1,1,0
"media_0035",NA,"user_000157673","Android",1,1,0,0,1,0,1,1,0,1
"media_0067",NA,"user_000025078","iOS",1,1,1,1,1,0,1,1,1,0
"media_0006",NA,"user_000112084","iOS",0,0,1,0,1,0,1,0,1,0
"media_0091",30,"user_000303882","iOS",0,0,0,1,1,0,1,1,1,0
"media_0009",30,"user_000148130","iOS",1,1,1,0,0,1,1,1,0,1
"media_0019",NA,"user_000196902","Android",0,0,1,0,0,0,0,1,0,0
"media_0018",NA,"user_000418135","Android",1,0,1,1,0,0,0,1,1,0
"media_0025",NA,"user_000053611","iOS",1,0,1,0,0,0,1,0,1,0
"media_0055",50,"user_000072965","iOS",1,0,0,1,1,1,1,0,1,0
"media_0035",NA,"user_000085745","iOS",0,0,0,0,0,0,1,1,1,0
"media_0062",NA,"user_000188068","Android",1,1,1,1,1,0,1,1,1,0
"media_0016",NA,"user_000010040","iOS",0,0,0,0,0,1,0,1,1,1
"media_0068",NA,"user_000016446","iOS",0,0,0,1,0,0,1,0,0,1
"media_0031",NA,"user_000129942","iOS",1,0,1,1,1,0,0,1,1,1
"media_0054",50,"user_000018926","iOS",1,0,1,1,1,1,1,1,0,0
"media_0072",35,"user_000169518","iOS",1,0,0,1,0,0,0,1,0,1
"media_0027",NA,"user_000056361","iOS",1,1,0,1,1,0,1,0,1,0
"media_0004",NA,"user_000175906","Android",1,0,1,1,0,0,1,1,1,0
"media_0086",NA,"user_000027003","iOS",0,1,1,1,1,0,1,0,0,1
"media_0006",NA,"user_000001963","Android",1,0,0,1,0,0,1,0,1,1
"media_0008",30,"user_000047675","iOS",0,0,0,1,1,1,1,0,1,1
"media_0054",50,"user_000138273","iOS",1,0,1,0,0,1,0,0,0,0
"media_0051",NA,"user_000169667","Android",0,1,0,1,0,0,0,1,0,1
"media_0078",NA,"user_000022709","Android",0,1,0,0,0,1,0,1,1,1
"media_0038",NA,"user_000011618","iOS",1,1,0,1,0,1,0,0,0,1
"media_0031",NA,"user_000156195","Android",1,0,1,1,0,0,0,1,0,1
"media_0073",NA,"user_000168074","iOS",1,1,0,0,0,0,1,1,1,1
"media_0011",NA,"user_000075539","iOS",0,1,0,1,0,0,1,0,0,0
"media_0068",NA,"user_000414793","Android",1,1,0,1,0,1,1,0,0,1
"media_0036",NA,"user_000083294","iOS",0,1,0,0,1,0,0,1,0,1
"media_0036",NA,"user_000167332","iOS",1,0,0,0,1,1,0,0,0,0
"media_0047",NA,"user_000090925","iOS",1,1,1,1,0,0,1,1,0,0
"media_0031",NA,"user_000118714","iOS",1,1,1,0,0,0,1,1,0,1
"media_0085",60,"user_000170498","iOS",0,1,1,0,0,1,0,0,0,0
"media_0099",NA,"user_000186028","Android",1,0,1,1,1,1,0,1,0,0
"media_0010",NA,"user_000124805","Android",1,0,0,1,0,1,1,1,1,0
"media_0018",NA,"user_000306439","iOS",1,0,1,0,0,1,0,1,1,0
"media_0051",NA,"user_000143906","Android",1,0,1,0,0,1,1,1,1,0
"media_0001",35,"user_000404152","Android",1,1,0,1,0,1,0,0,0,0
"media_0068",NA,"user_000095810","Android",1,1,1,0,0,0,0,0,1,1
"media_0068",NA,"user_000112230","Android",0,0,1,0,1,0,1,1,1,1
"media_0005",NA,"user_000136047","iOS",1,0,0,0,0,0,0,0,0,1
"media_0002",NA,"user_000061024","iOS",0,0,0,0,1,1,1,0,0,1
"media_0009",30,"user_000084062","iOS",1,0,0,0,1,1,1,1,0,1
"media_0015",NA,"user_000027098","Android",0,1,0,0,0,1,1,1,0,0
"media_0020",NA,"user_000083637","Android",0,0,1,1,1,0,0,1,0,0
"media_0039",30,"user_000200508","Android",1,1,0,0,0,1,1,1,1,0
"media_0061",NA,"user_000097006","iOS",1,0,0,1,1,1,0,0,0,0
"media_0059",60,"user_000161670","iOS",1,1,0,1,0,1,0,1,0,0
"media_0007",50,"user_000037752","Android",0,1,0,0,1,0,0,1,1,1
"media_0003",NA,"user_000400322","iOS",0,0,1,1,0,1,1,1,1,0
"media_0074",30,"user_000160761","iOS",0,1,0,0,1,1,0,0,1,0
"media_0051",NA,"user_000104175","iOS",0,0,0,0,0,0,0,1,1,0
"media_0054",50,"user_000098816","iOS",0,0,1,1,1,0,0,0,0,1
"media_0015",NA,"user_000025618","Android",1,0,0,0,0,1,0,1,0,0
"media_0072",35,"user_000117097","Android",1,0,0,0,1,1,1,0,0,0
"media_0029",NA,"user_000210282","iOS",1,1,0,0,0,0,1,1,1,1
"media_0004",NA,"user_000154878","iOS",0,1,0,0,1,1,1,1,1,0
"media_0037",NA,"user_000057919","Android",0,1,0,1,0,0,1,1,0,0
"media_0094",NA,"user_000082488","Android",0,1,0,0,0,0,0,1,1,1
"media_0013",NA,"user_000431041","Android",0,1,1,0,0,1,1,1,1,0
"media_0072",35,"user_000136600","Android",1,1,1,1,0,0,0,1,1,1
"media_0039",30,"user_000054317","iOS",0,0,0,1,1,1,0,0,0,1
"media_0084",NA,"user_000062124","Android",0,1,1,0,0,1,1,1,0,0
"media_0099",NA,"user_000075906","iOS",1,0,0,0,0,1,0,0,0,1
"media_0093",NA,"user_000405518","Android",1,0,0,0,0,0,1,1,1,0
"media_0021",NA,"user_000111243","Android",1,0,0,1,1,0,1,0,0,0
"media_0055",50,"user_000312850","Android",1,1,1,0,0,0,1,1,1,0
"media_0071",30,"user_000094132","Android",1,0,1,1,0,0,1,0,1,0
"media_0018",NA,"user_000108612","Android",1,0,0,1,1,0,1,0,0,0
"media_0081",NA,"user_000014615","iOS",1,1,1,1,1,0,1,0,1,1
"media_0061",NA,"user_000197752","iOS",0,0,1,1,1,1,1,0,0,0
"media_0068",NA,"user_000116352","Android",0,1,1,0,1,1,0,0,1,0
"media_0073",NA,"user_000142241","Android",1,0,0,1,0,0,0,0,0,0
"media_0096",30,"user_000148040","Android",0,1,0,1,0,0,0,1,1,0
"media_0094",NA,"user_000053522","Android",1,0,1,0,0,1,0,0,0,1
"media_0079",NA,"user_000099483","Android",1,0,1,0,0,1,0,1,0,0
"media_0047",NA,"user_000085679","iOS",0,1,1,1,1,1,0,1,1,0
"media_0018",NA,"user_000141224","iOS",1,0,1,1,1,0,1,0,0,1
"media_0006",NA,"user_000185053","iOS",1,1,1,0,0,1,1,1,1,1
"media_0075",NA,"user_000417378","iOS",0,0,0,0,0,1,0,0,1,0
"media_0096",30,"user_000310097","Android",0,0,1,1,1,1,1,1,1,0
"media_0016",NA,"user_000135689","Android",1,1,1,0,1,0,1,0,1,1
"media_0019",NA,"user_000317144","iOS",1,1,1,0,1,0,1,0,0,0
"media_0006",NA,"user_000311266","iOS",0,1,1,0,1,0,1,0,1,0
"media_0064",NA,"user_000154349","iOS",0,0,1,1,1,1,1,1,1,0
"media_0037",NA,"user_000025479","Android",1,1,1,1,0,1,1,1,1,1
"media_0013",NA,"user_000013699","iOS",0,0,0,0,1,0,0,1,1,1
"media_0011",NA,"user_000406048","iOS",0,0,1,0,1,1,0,1,0,1
"media_0032",NA,"user_000309455","iOS",0,1,1,0,0,1,1,0,1,0
"media_0078",NA,"user_000318201","iOS",0,1,0,1,0,1,1,1,0,1
"media_0022",NA,"user_000135344","iOS",0,1,0,0,1,0,1,1,0,1
"media_0082",NA,"user_000057527","iOS",0,0,0,0,0,1,1,0,1,1
"media_0022",NA,"user_000320314","iOS",0,0,1,0,1,1,0,1,1,1
"media_0050",30,"user_000089785","iOS",1,1,1,1,0,0,1,1,0,1
"media_0056",40,"user_000098901","Android",1,1,0,1,1,1,0,1,0,0
"media_0049",NA,"user_000153409","iOS",1,1,1,0,1,0,0,0,1,0
"media_0094",NA,"user_000011534","Android",1,1,0,1,1,1,0,0,0,1
"media_0089",NA,"user_000312130","Android",0,1,0,1,1,0,1,0,1,1
"media_0096",30,"user_000157781","iOS",1,0,1,0,1,1,0,0,1,1
"media_0065",NA,"user_000118025","Android",1,0,1,1,1,0,0,0,1,1
"media_0017",NA,"user_000412130","Android",0,0,1,1,1,0,1,1,1,1
"media_0063",NA,"user_000120327","iOS",1,0,1,0,0,0,0,0,0,0
"media_0016",NA,"user_000091818","Android",0,0,1,0,1,0,0,0,1,1
"media_0075",NA,"user_000198910","Android",1,0,0,1,0,1,0,0,0,1
"media_0021",NA,"user_000133728","iOS",0,0,0,1,1,1,0,0,0,1
"media_0086",NA,"user_000149880","Android",1,1,1,1,1,0,1,1,0,0
"media_0024",NA,"user_000084406","Android",0,1,1,0,0,1,1,1,0,0
"media_0010",NA,"user_000083474","Android",1,1,1,0,0,1,0,0,1,1
"media_0023",NA,"user_000070653","Android",0,1,0,1,1,1,0,1,1,1
"media_0020",NA,"user_000112254","Android",0,1,1,1,1,1,0,0,0,0
"media_0074",30,"user_000156893","iOS",1,0,0,1,1,1,1,1,0,1
"media_0011",NA,"user_000089544","iOS",1,1,0,1,1,0,1,0,1,0
"media_0067",NA,"user_000127973","iOS",0,0,1,1,0,0,1,1,1,1
"media_0005",NA,"user_000087727","iOS",0,1,0,0,0,1,1,0,0,1
"media_0019",NA,"user_000318488","Android",0,1,1,0,1,0,1,0,1,1
"media_0048",NA,"user_000314632","Android",0,0,0,0,0,0,0,0,1,0
"media_0053",NA,"user_000019739","iOS",0,1,1,0,0,0,1,0,0,1
"media_0100",NA,"user_000178284","iOS",0,1,1,1,1,1,1,1,1,0
"media_0062",NA,"user_000178542","iOS",0,1,0,0,1,1,1,0,1,0
"media_0008",30,"user_000018631","iOS",0,0,1,1,1,1,0,0,1,0
"media_0032",NA,"user_000100954","iOS",1,1,0,1,1,1,0,1,1,0
"media_0009",30,"user_000179264","iOS",1,1,0,1,1,1,1,1,1,1
"media_0026",NA,"user_000425648","iOS",1,0,0,0,1,0,1,1,1,0
"media_0088",NA,"user_000057926","Android",1,0,1,1,1,0,1,0,1,0
"media_0054",50,"user_000210811","Android",1,1,0,0,0,1,0,0,1,1
"media_0042",NA,"user_000303952","iOS",0,1,1,1,0,1,1,1,1,1
"media_0052",30,"user_000049319","iOS",0,1,0,0,0,1,0,0,0,1
"media_0064",NA,"user_000302024","iOS",0,1,0,1,0,0,1,1,1,0
"media_0061",NA,"user_000183572","iOS",1,0,1,0,1,0,1,0,0,1
"media_0040",NA,"user_000121162","Android",0,1,0,0,0,1,0,0,0,0
"media_0010",NA,"user_000003436","iOS",0,0,1,0,0,1,0,0,1,1
"media_0092",NA,"user_000131478","Android",1,1,0,0,0,0,0,0,0,1
"media_0095",NA,"user_000083746","iOS",0,1,0,1,1,1,1,1,0,1
"media_0020",NA,"user_000094972","iOS",1,1,1,1,0,1,1,0,1,0
"media_0056",40,"user_000026508","iOS",1,1,0,1,1,0,0,1,1,1
"media_0089",NA,"user_000134780","iOS",1,0,1,1,0,1,1,1,0,1
"media_0039",30,"user_000413093","iOS",0,1,1,0,1,1,1,0,1,1
"media_0070",NA,"user_000159757","Android",0,0,0,0,1,0,0,0,0,0
"media_0003",NA,"user_000045240","iOS",0,1,0,1,1,1,0,1,1,1
"media_0030",NA,"user_000109746","Android",0,0,1,0,0,1,1,1,1,0
"media_0058",NA,"user_000144955","iOS",1,1,1,0,1,1,1,0,1,0
"media_0018",NA,"user_000304065","Android",0,1,1,1,1,1,0,1,0,1
"media_0085",60,"user_000008649","iOS",1,1,1,0,1,0,1,0,0,1
"media_0074",30,"user_000020646","iOS",0,1,1,1,1,1,1,0,0,0
"media_0081",NA,"user_000095592","iOS",0,0,1,1,1,0,1,0,0,0
"media_0085",60,"user_000040889","iOS",0,1,0,0,0,1,1,0,1,0
"media_0096",30,"user_000187462","Android",1,0,0,0,1,0,0,0,0,0
"media_0061",NA,"user_000026011","Android",1,0,0,1,1,1,0,1,1,0
"media_0041",NA,"user_000119386","iOS",1,1,1,0,1,0,0,0,1,0
"media_0100",NA,"user_000092283","Android",0,1,0,1,0,1,1,0,1,1
"media_0097",NA,"user_000182151","Android",1,0,1,0,0,0,0,1,1,1
"media_0040",NA,"user_000103078","Android",1,0,0,1,1,0,0,1,1,1
"media_0055",50,"user_000014984","Android",0,0,1,1,0,1,1,1,0,0
"media_0063",NA,"user_000016263","iOS",1,0,1,0,0,1,1,0,1,0
"media_0003",NA,"user_000189012","Android",1,0,1,1,0,1,1,1,1,0
"media_0072",35,"user_000302359","iOS",1,0,1,0,1,0,0,1,1,1
"media_0026",NA,"user_000403755","Android",1,0,1,0,1,1,0,1,0,1
"media_0045",NA,"user_000118351","Android",0,0,1,0,1,0,1,1,0,1
"media_0075",NA,"user_000091993","Android",0,0,1,1,0,0,1,0,0,1
"media_0020",NA,"user_000011017","Android",1,0,1,1,1,0,0,0,1,0
"media_0084",NA,"user_000053813","Android",1,1,1,1,0,0,0,1,0,1
"media_0085",60,"user_000160364","iOS",1,1,0,1,1,0,0,1,0,1
"media_0031",NA,"user_000076182","Android",0,0,0,0,1,1,1,0,0,1
"media_0051",NA,"user_000400196","Android",1,0,1,0,1,1,0,0,1,1
"media_0013",NA,"user_000091431","Android",0,1,1,0,0,1,1,1,0,0
"media_0048",NA,"user_000167659","Android",1,0,0,0,1,0,1,1,1,1
"media_0096",30,"user_000006269","Android",0,1,0,0,0,1,0,1,0,1
"media_0031",NA,"user_000112941","Android",1,0,1,0,0,0,1,1,0,1
"media_0008",30,"user_000187364","Android",0,0,1,0,1,1,1,0,1,0
"media_0050",30,"user_000309194","Android",0,0,1,1,1,1,0,0,0,0
"media_0021",NA,"user_000128535","Android",0,0,0,1,1,1,1,1,0,0
"media_0087",50,"user_000306083","iOS",0,1,0,0,0,0,0,0,1,0
"media_0016",NA,"user_000193329","Android",0,1,0,0,1,0,0,0,0,0
"media_0081",NA,"user_000035322","Android",1,1,1,0,1,0,1,0,0,1
"media_0048",NA,"user_000027633","Android",1,1,1,0,0,1,0,1,0,1
"media_0048",NA,"user_000074179","iOS",1,1,1,1,1,1,1,0,1,0
"media_0003",NA,"user_000116526","Android",1,1,0,0,1,0,1,1,1,0
"media_0021",NA,"user_000306597","Android",0,1,0,0,1,1,1,0,1,1
"media_0071",30,"user_000182417","Android",0,1,1,0,0,1,1,1,0,1
"media_0076",NA,"user_000134122","Android",0,0,1,1,1,0,1,0,0,1
"media_0040",NA,"user_000094354","Android",0,0,0,1,1,1,0,1,0,1
"media_0073",NA,"user_000187230","Android",0,1,1,1,1,0,1,1,0,0
"media_0081",NA,"user_000062809","iOS",1,0,0,0,1,1,0,0,1,0
"media_0044",NA,"user_000121128","Android",0,0,0,0,1,0,1,0,1,0
"media_0096",30,"user_000144224","Android",1,0,1,1,1,1,0,0,0,1
"media_0019",NA,"user_000150702","Android",0,0,1,1,0,1,0,1,1,0
"media_0014",NA,"user_000054058","iOS",1,1,1,1,0,1,1,1,1,0
"media_0032",NA,"user_000409481","Android",0,0,1,0,1,0,0,0,1,1
"media_0062",NA,"user_000093476","Android",1,1,0,0,0,0,1,0,1,0
"media_0096",30,"user_000100140","Android",0,0,1,1,0,1,1,1,0,0
"media_0037",NA,"user_000043909","Android",1,0,1,0,0,1,0,1,0,0
"media_0084",NA,"user_000157785","Android",0,0,1,1,0,1,0,0,0,1
"media_0037",NA,"user_000141140","iOS",0,1,1,0,1,1,1,1,1,0
"media_0001",35,"user_000127523","iOS",1,1,0,1,0,1,1,0,0,0
"media_0054",50,"user_000154299","Android",0,0,0,1,1,0,0,0,1,0
"media_0043",NA,"user_000055730","iOS",1,1,1,1,0,1,0,1,1,1
"media_0076",NA,"user_000189556","Android",1,0,0,0,0,0,1,1,1,0
"media_0049",NA,"user_000129645","Android",1,0,0,0,0,1,0,0,1,0
"media_0071",30,"user_000018831","Android",0,1,0,0,0,0,0,1,1,0
"media_0086",NA,"user_000301650","iOS",1,1,1,0,1,1,0,0,0,0
"media_0056",40,"user_000101537","iOS",0,1,1,0,0,0,1,0,0,1
"media_0068",NA,"user_000118082","iOS",1,0,1,0,1,0,0,0,1,0
"media_0050",30,"user_000046956","iOS",1,0,0,1,1,1,1,1,1,1
"media_0023",NA,"user_000057613","Android",0,0,1,0,0,1,1,0,0,0
"media_0085",60,"user_000100725","iOS",0,0,1,1,0,1,0,1,0,1
"media_0052",30,"user_000152659","Android",1,0,0,0,0,0,0,1,1,0
"media_0060",NA,"user_000417665","iOS",1,0,1,1,1,1,0,0,0,0
"media_0091",30,"user_000301474","Android",0,1,1,1,1,1,1,1,1,1
"media_0045",NA,"user_000407987","Android",1,0,0,1,1,0,0,0,1,1
"media_0060",NA,"user_000421424","Android",1,0,1,0,1,0,0,0,1,1
"media_0060",NA,"user_000131481","Android",0,1,1,1,0,1,1,1,0,0
"media_0034",NA,"user_000410484","iOS",0,0,0,1,1,0,0,0,0,1
